"date","city_wide_daily_average","trap_days","trap","number","region","region_name"
2020-07-15,15,1,"north_west_3",19,"NW","NW3"
2020-07-15,15,1,"north_west_4",16,"NW","NW4"
2020-07-15,15,1,"north_west_5",18,"NW","NW5"
2020-07-15,15,1,"north_west_6",0,"NW","NW6"
2020-07-15,15,1,"north_west_7",120,"NW","NW7"
2020-07-15,15,1,"north_east_1",23,"NE","NE1"
2020-07-15,15,1,"north_east_2",38,"NE","NE2"
2020-07-15,15,1,"north_east_3",9,"NE","NE3"
2020-07-15,15,1,"north_east_4",3,"NE","NE4"
2020-07-15,15,1,"north_east_5",4,"NE","NE5"
2020-07-15,15,1,"north_east_6",7,"NE","NE6"
2020-07-15,15,1,"north_east_7",4,"NE","NE7"
2020-07-15,15,1,"south_east_1",4,"SE","SE1"
2020-07-15,15,1,"south_east_2",21,"SE","SE2"
2020-07-15,15,1,"south_east_3",7,"SE","SE3"
2020-07-15,15,1,"south_east_4",47,"SE","SE4"
2020-07-15,15,1,"south_east_5",5,"SE","SE5"
2020-07-15,15,1,"south_east_6",4,"SE","SE6"
2020-07-15,15,1,"south_east_7",2,"SE","SE7"
2020-07-15,15,1,"south_west_1",3,"SW","SW1"
2020-07-15,15,1,"south_west_2",15,"SW","SW2"
2020-07-15,15,1,"south_west_3",20,"SW","SW3"
2020-07-15,15,1,"south_west_4",1,"SW","SW4"
2020-07-15,15,1,"south_west_5",4,"SW","SW5"
2020-07-15,15,1,"south_west_6",3,"SW","SW6"
2020-07-15,15,1,"south_west_7",4,"SW","SW7"
2020-07-16,48,1,"north_west_1",36,"NW","NW1"
2020-07-16,48,1,"north_west_2",17,"NW","NW2"
2020-07-16,48,1,"north_west_3",36,"NW","NW3"
2020-07-16,48,1,"north_west_4",172,"NW","NW4"
2020-07-16,48,1,"north_west_5",56,"NW","NW5"
2020-07-16,48,1,"north_west_6",0,"NW","NW6"
2020-07-16,48,1,"north_west_7",150,"NW","NW7"
2020-07-16,48,1,"north_east_1",67,"NE","NE1"
2020-07-16,48,1,"north_east_2",107,"NE","NE2"
2020-07-16,48,1,"north_east_3",22,"NE","NE3"
2020-07-16,48,1,"north_east_4",13,"NE","NE4"
2020-07-16,48,1,"north_east_5",10,"NE","NE5"
2020-07-16,48,1,"north_east_6",42,"NE","NE6"
2020-07-16,48,1,"north_east_7",156,"NE","NE7"
2020-07-16,48,1,"south_east_1",64,"SE","SE1"
2020-07-16,48,1,"south_east_2",20,"SE","SE2"
2020-07-16,48,1,"south_east_3",28,"SE","SE3"
2020-07-16,48,1,"south_east_4",43,"SE","SE4"
2020-07-16,48,1,"south_east_5",17,"SE","SE5"
2020-07-16,48,1,"south_east_6",21,"SE","SE6"
2020-07-16,48,1,"south_east_7",5,"SE","SE7"
2020-07-16,48,1,"south_west_1",34,"SW","SW1"
2020-07-16,48,1,"south_west_2",60,"SW","SW2"
2020-07-16,48,1,"south_west_3",122,"SW","SW3"
2020-07-16,48,1,"south_west_4",4,"SW","SW4"
2020-07-16,48,1,"south_west_5",11,"SW","SW5"
2020-07-16,48,1,"south_west_6",8,"SW","SW6"
2020-07-16,48,1,"south_west_7",14,"SW","SW7"
2020-07-17,50,1,"north_west_1",66,"NW","NW1"
2020-07-17,50,1,"north_west_2",10,"NW","NW2"
2020-07-17,50,1,"north_west_3",20,"NW","NW3"
2020-07-17,50,1,"north_west_4",188,"NW","NW4"
2020-07-17,50,1,"north_west_5",48,"NW","NW5"
2020-07-17,50,1,"north_west_6",5,"NW","NW6"
2020-07-17,50,1,"north_west_7",97,"NW","NW7"
2020-07-17,50,1,"north_east_1",110,"NE","NE1"
2020-07-17,50,1,"north_east_2",86,"NE","NE2"
2020-07-17,50,1,"north_east_3",27,"NE","NE3"
2020-07-17,50,1,"north_east_4",9,"NE","NE4"
2020-07-17,50,1,"north_east_5",21,"NE","NE5"
2020-07-17,50,1,"north_east_6",54,"NE","NE6"
2020-07-17,50,1,"north_east_7",77,"NE","NE7"
2020-07-17,50,1,"south_east_1",90,"SE","SE1"
2020-07-17,50,1,"south_east_2",32,"SE","SE2"
2020-07-17,50,1,"south_east_3",61,"SE","SE3"
2020-07-17,50,1,"south_east_4",100,"SE","SE4"
2020-07-17,50,1,"south_east_5",30,"SE","SE5"
2020-07-17,50,1,"south_east_6",19,"SE","SE6"
2020-07-17,50,1,"south_east_7",12,"SE","SE7"
2020-07-17,50,1,"south_west_1",22,"SW","SW1"
2020-07-17,50,1,"south_west_2",72,"SW","SW2"
2020-07-17,50,1,"south_west_3",118,"SW","SW3"
2020-07-17,50,1,"south_west_4",3,"SW","SW4"
2020-07-17,50,1,"south_west_5",16,"SW","SW5"
2020-07-17,50,1,"south_west_6",5,"SW","SW6"
2020-07-17,50,1,"south_west_7",4,"SW","SW7"
2020-07-20,19,3,"north_west_1",24,"NW","NW1"
2020-07-20,19,3,"north_west_2",15,"NW","NW2"
2020-07-20,19,3,"north_west_3",15,"NW","NW3"
2020-07-20,19,3,"north_west_4",NA,"NW","NW4"
2020-07-20,19,3,"north_west_5",17,"NW","NW5"
2020-07-20,19,3,"north_west_6",3,"NW","NW6"
2020-07-20,19,3,"north_west_7",107,"NW","NW7"
2020-07-20,19,3,"north_east_1",33,"NE","NE1"
2020-07-20,19,3,"north_east_2",37,"NE","NE2"
2020-07-20,19,3,"north_east_3",11,"NE","NE3"
2020-07-20,19,3,"north_east_4",4,"NE","NE4"
2020-07-20,19,3,"north_east_5",11,"NE","NE5"
2020-07-20,19,3,"north_east_6",15,"NE","NE6"
2020-07-20,19,3,"north_east_7",9,"NE","NE7"
2020-07-20,19,3,"south_east_1",9,"SE","SE1"
2020-07-20,19,3,"south_east_2",18,"SE","SE2"
2020-07-20,19,3,"south_east_3",14,"SE","SE3"
2020-07-20,19,3,"south_east_4",36,"SE","SE4"
2020-07-20,19,3,"south_east_5",12,"SE","SE5"
2020-07-20,19,3,"south_east_6",13,"SE","SE6"
2020-07-20,19,3,"south_east_7",3,"SE","SE7"
2020-07-20,19,3,"south_west_1",9,"SW","SW1"
2020-07-20,19,3,"south_west_2",38,"SW","SW2"
2020-07-20,19,3,"south_west_3",36,"SW","SW3"
2020-07-20,19,3,"south_west_4",6,"SW","SW4"
2020-07-20,19,3,"south_west_5",7,"SW","SW5"
2020-07-20,19,3,"south_west_6",6,"SW","SW6"
2020-07-20,19,3,"south_west_7",11,"SW","SW7"
2020-07-23,24,1,"north_west_1",17,"NW","NW1"
2020-07-23,24,1,"north_west_2",8,"NW","NW2"
2020-07-23,24,1,"north_west_3",30,"NW","NW3"
2020-07-23,24,1,"north_west_4",89,"NW","NW4"
2020-07-23,24,1,"north_west_5",13,"NW","NW5"
2020-07-23,24,1,"north_west_6",2,"NW","NW6"
2020-07-23,24,1,"north_west_7",NA,"NW","NW7"
2020-07-23,24,1,"north_east_1",43,"NE","NE1"
2020-07-23,24,1,"north_east_2",24,"NE","NE2"
2020-07-23,24,1,"north_east_3",12,"NE","NE3"
2020-07-23,24,1,"north_east_4",4,"NE","NE4"
2020-07-23,24,1,"north_east_5",3,"NE","NE5"
2020-07-23,24,1,"north_east_6",5,"NE","NE6"
2020-07-23,24,1,"north_east_7",33,"NE","NE7"
2020-07-23,24,1,"south_east_1",NA,"SE","SE1"
2020-07-23,24,1,"south_east_2",39,"SE","SE2"
2020-07-23,24,1,"south_east_3",14,"SE","SE3"
2020-07-23,24,1,"south_east_4",46,"SE","SE4"
2020-07-23,24,1,"south_east_5",16,"SE","SE5"
2020-07-23,24,1,"south_east_6",NA,"SE","SE6"
2020-07-23,24,1,"south_east_7",19,"SE","SE7"
2020-07-23,24,1,"south_west_1",20,"SW","SW1"
2020-07-23,24,1,"south_west_2",77,"SW","SW2"
2020-07-23,24,1,"south_west_3",62,"SW","SW3"
2020-07-23,24,1,"south_west_4",2,"SW","SW4"
2020-07-23,24,1,"south_west_5",6,"SW","SW5"
2020-07-23,24,1,"south_west_6",9,"SW","SW6"
2020-07-23,24,1,"south_west_7",4,"SW","SW7"
2020-07-24,13,1,"north_west_1",4,"NW","NW1"
2020-07-24,13,1,"north_west_2",4,"NW","NW2"
2020-07-24,13,1,"north_west_3",18,"NW","NW3"
2020-07-24,13,1,"north_west_4",26,"NW","NW4"
2020-07-24,13,1,"north_west_5",5,"NW","NW5"
2020-07-24,13,1,"north_west_6",2,"NW","NW6"
2020-07-24,13,1,"north_west_7",71,"NW","NW7"
2020-07-24,13,1,"north_east_1",26,"NE","NE1"
2020-07-24,13,1,"north_east_2",11,"NE","NE2"
2020-07-24,13,1,"north_east_3",3,"NE","NE3"
2020-07-24,13,1,"north_east_4",1,"NE","NE4"
2020-07-24,13,1,"north_east_5",0,"NE","NE5"
2020-07-24,13,1,"north_east_6",10,"NE","NE6"
2020-07-24,13,1,"north_east_7",6,"NE","NE7"
2020-07-24,13,1,"south_east_1",8,"SE","SE1"
2020-07-24,13,1,"south_east_2",27,"SE","SE2"
2020-07-24,13,1,"south_east_3",2,"SE","SE3"
2020-07-24,13,1,"south_east_4",24,"SE","SE4"
2020-07-24,13,1,"south_east_5",10,"SE","SE5"
2020-07-24,13,1,"south_east_6",8,"SE","SE6"
2020-07-24,13,1,"south_east_7",7,"SE","SE7"
2020-07-24,13,1,"south_west_1",6,"SW","SW1"
2020-07-24,13,1,"south_west_2",34,"SW","SW2"
2020-07-24,13,1,"south_west_3",24,"SW","SW3"
2020-07-24,13,1,"south_west_4",1,"SW","SW4"
2020-07-24,13,1,"south_west_5",3,"SW","SW5"
2020-07-24,13,1,"south_west_6",7,"SW","SW6"
2020-07-24,13,1,"south_west_7",2,"SW","SW7"
2020-08-28,6,2,"north_west_1",2,"NW","NW1"
2020-08-28,6,2,"north_west_2",2,"NW","NW2"
2020-08-28,6,2,"north_west_3",4,"NW","NW3"
2020-08-28,6,2,"north_west_4",17,"NW","NW4"
2020-08-28,6,2,"north_west_5",10,"NW","NW5"
2020-08-28,6,2,"north_west_6",11,"NW","NW6"
2020-08-28,6,2,"north_west_7",25,"NW","NW7"
2020-08-28,6,2,"north_east_1",12,"NE","NE1"
2020-08-28,6,2,"north_east_2",6,"NE","NE2"
2020-08-28,6,2,"north_east_3",8,"NE","NE3"
2020-08-28,6,2,"north_east_4",0,"NE","NE4"
2020-08-28,6,2,"north_east_5",1,"NE","NE5"
2020-08-28,6,2,"north_east_6",8,"NE","NE6"
2020-08-28,6,2,"north_east_7",7,"NE","NE7"
2020-08-28,6,2,"south_east_1",6,"SE","SE1"
2020-08-28,6,2,"south_east_2",6,"SE","SE2"
2020-08-28,6,2,"south_east_3",5,"SE","SE3"
2020-08-28,6,2,"south_east_4",4,"SE","SE4"
2020-08-28,6,2,"south_east_5",4,"SE","SE5"
2020-08-28,6,2,"south_east_6",3,"SE","SE6"
2020-08-28,6,2,"south_east_7",1,"SE","SE7"
2020-08-28,6,2,"south_west_1",4,"SW","SW1"
2020-08-28,6,2,"south_west_2",3,"SW","SW2"
2020-08-28,6,2,"south_west_3",15,"SW","SW3"
2020-08-28,6,2,"south_west_4",2,"SW","SW4"
2020-08-28,6,2,"south_west_5",2,"SW","SW5"
2020-08-28,6,2,"south_west_6",8,"SW","SW6"
2020-08-28,6,2,"south_west_7",4,"SW","SW7"
2020-09-02,1,2,"north_west_1",2,"NW","NW1"
2020-09-02,1,2,"north_west_2",1,"NW","NW2"
2020-09-02,1,2,"north_west_3",1,"NW","NW3"
2020-09-02,1,2,"north_west_4",2,"NW","NW4"
2020-09-02,1,2,"north_west_5",3,"NW","NW5"
2020-09-02,1,2,"north_west_6",1,"NW","NW6"
2020-09-02,1,2,"north_west_7",5,"NW","NW7"
2020-09-02,1,2,"north_east_1",3,"NE","NE1"
2020-09-02,1,2,"north_east_2",0,"NE","NE2"
2020-09-02,1,2,"north_east_3",1,"NE","NE3"
2020-09-02,1,2,"north_east_4",0,"NE","NE4"
2020-09-02,1,2,"north_east_5",0,"NE","NE5"
2020-09-02,1,2,"north_east_6",1,"NE","NE6"
2020-09-02,1,2,"north_east_7",1,"NE","NE7"
2020-09-02,1,2,"south_east_1",1,"SE","SE1"
2020-09-02,1,2,"south_east_2",1,"SE","SE2"
2020-09-02,1,2,"south_east_3",0,"SE","SE3"
2020-09-02,1,2,"south_east_4",2,"SE","SE4"
2020-09-02,1,2,"south_east_5",1,"SE","SE5"
2020-09-02,1,2,"south_east_6",1,"SE","SE6"
2020-09-02,1,2,"south_east_7",0,"SE","SE7"
2020-09-02,1,2,"south_west_1",0,"SW","SW1"
2020-09-02,1,2,"south_west_2",1,"SW","SW2"
2020-09-02,1,2,"south_west_3",1,"SW","SW3"
2020-09-02,1,2,"south_west_4",0,"SW","SW4"
2020-09-02,1,2,"south_west_5",1,"SW","SW5"
2020-09-02,1,2,"south_west_6",2,"SW","SW6"
2020-09-02,1,2,"south_west_7",2,"SW","SW7"
2020-09-21,1,3,"north_west_1",1,"NW","NW1"
2020-09-21,1,3,"north_west_2",0,"NW","NW2"
2020-09-21,1,3,"north_west_3",0,"NW","NW3"
2020-09-21,1,3,"north_west_4",3,"NW","NW4"
2020-09-21,1,3,"north_west_5",2,"NW","NW5"
2020-09-21,1,3,"north_west_6",0,"NW","NW6"
2020-09-21,1,3,"north_west_7",5,"NW","NW7"
2020-09-21,1,3,"north_east_1",4,"NE","NE1"
2020-09-21,1,3,"north_east_2",NA,"NE","NE2"
2020-09-21,1,3,"north_east_3",0,"NE","NE3"
2020-09-21,1,3,"north_east_4",0,"NE","NE4"
2020-09-21,1,3,"north_east_5",NA,"NE","NE5"
2020-09-21,1,3,"north_east_6",0,"NE","NE6"
2020-09-21,1,3,"north_east_7",0,"NE","NE7"
2020-09-21,1,3,"south_east_1",0,"SE","SE1"
2020-09-21,1,3,"south_east_2",0,"SE","SE2"
2020-09-21,1,3,"south_east_3",0,"SE","SE3"
2020-09-21,1,3,"south_east_4",1,"SE","SE4"
2020-09-21,1,3,"south_east_5",1,"SE","SE5"
2020-09-21,1,3,"south_east_6",1,"SE","SE6"
2020-09-21,1,3,"south_east_7",1,"SE","SE7"
2020-09-21,1,3,"south_west_1",0,"SW","SW1"
2020-09-21,1,3,"south_west_2",0,"SW","SW2"
2020-09-21,1,3,"south_west_3",3,"SW","SW3"
2020-09-21,1,3,"south_west_4",0,"SW","SW4"
2020-09-21,1,3,"south_west_5",0,"SW","SW5"
2020-09-21,1,3,"south_west_6",2,"SW","SW6"
2020-09-21,1,3,"south_west_7",0,"SW","SW7"
2021-05-14,1,2,"north_west_1",0,"NW","NW1"
2021-05-14,1,2,"north_west_2",1,"NW","NW2"
2021-05-14,1,2,"north_west_3",2,"NW","NW3"
2021-05-14,1,2,"north_west_4",1,"NW","NW4"
2021-05-14,1,2,"north_west_5",0,"NW","NW5"
2021-05-14,1,2,"north_west_6",1,"NW","NW6"
2021-05-14,1,2,"north_west_7",1,"NW","NW7"
2021-05-14,1,2,"north_east_1",2,"NE","NE1"
2021-05-14,1,2,"north_east_2",3,"NE","NE2"
2021-05-14,1,2,"north_east_3",1,"NE","NE3"
2021-05-14,1,2,"north_east_4",0,"NE","NE4"
2021-05-14,1,2,"north_east_5",2,"NE","NE5"
2021-05-14,1,2,"north_east_6",1,"NE","NE6"
2021-05-14,1,2,"north_east_7",4,"NE","NE7"
2021-05-14,1,2,"south_east_1",1,"SE","SE1"
2021-05-14,1,2,"south_east_2",1,"SE","SE2"
2021-05-14,1,2,"south_east_3",2,"SE","SE3"
2021-05-14,1,2,"south_east_4",2,"SE","SE4"
2021-05-14,1,2,"south_east_5",1,"SE","SE5"
2021-05-14,1,2,"south_east_6",2,"SE","SE6"
2021-05-14,1,2,"south_east_7",1,"SE","SE7"
2021-05-14,1,2,"south_west_1",0,"SW","SW1"
2021-05-14,1,2,"south_west_2",1,"SW","SW2"
2021-05-14,1,2,"south_west_3",0,"SW","SW3"
2021-05-14,1,2,"south_west_4",0,"SW","SW4"
2021-05-14,1,2,"south_west_5",0,"SW","SW5"
2021-05-14,1,2,"south_west_6",1,"SW","SW6"
2021-05-14,1,2,"south_west_7",1,"SW","SW7"
2021-06-02,2,2,"north_west_1",1,"NW","NW1"
2021-06-02,2,2,"north_west_2",1,"NW","NW2"
2021-06-02,2,2,"north_west_3",2,"NW","NW3"
2021-06-02,2,2,"north_west_4",4,"NW","NW4"
2021-06-02,2,2,"north_west_5",2,"NW","NW5"
2021-06-02,2,2,"north_west_6",1,"NW","NW6"
2021-06-02,2,2,"north_west_7",4,"NW","NW7"
2021-06-02,2,2,"north_east_1",2,"NE","NE1"
2021-06-02,2,2,"north_east_2",3,"NE","NE2"
2021-06-02,2,2,"north_east_3",2,"NE","NE3"
2021-06-02,2,2,"north_east_4",1,"NE","NE4"
2021-06-02,2,2,"north_east_5",2,"NE","NE5"
2021-06-02,2,2,"north_east_6",3,"NE","NE6"
2021-06-02,2,2,"north_east_7",11,"NE","NE7"
2021-06-02,2,2,"south_east_1",2,"SE","SE1"
2021-06-02,2,2,"south_east_2",1,"SE","SE2"
2021-06-02,2,2,"south_east_3",3,"SE","SE3"
2021-06-02,2,2,"south_east_4",4,"SE","SE4"
2021-06-02,2,2,"south_east_5",2,"SE","SE5"
2021-06-02,2,2,"south_east_6",1,"SE","SE6"
2021-06-02,2,2,"south_east_7",0,"SE","SE7"
2021-06-02,2,2,"south_west_1",1,"SW","SW1"
2021-06-02,2,2,"south_west_2",8,"SW","SW2"
2021-06-02,2,2,"south_west_3",2,"SW","SW3"
2021-06-02,2,2,"south_west_4",1,"SW","SW4"
2021-06-02,2,2,"south_west_5",0,"SW","SW5"
2021-06-02,2,2,"south_west_6",4,"SW","SW6"
2021-06-02,2,2,"south_west_7",1,"SW","SW7"
2021-06-04,4,2,"north_west_1",1,"NW","NW1"
2021-06-04,4,2,"north_west_2",1,"NW","NW2"
2021-06-04,4,2,"north_west_3",3,"NW","NW3"
2021-06-04,4,2,"north_west_4",9,"NW","NW4"
2021-06-04,4,2,"north_west_5",0,"NW","NW5"
2021-06-04,4,2,"north_west_6",1,"NW","NW6"
2021-06-04,4,2,"north_west_7",9,"NW","NW7"
2021-06-04,4,2,"north_east_1",4,"NE","NE1"
2021-06-04,4,2,"north_east_2",1,"NE","NE2"
2021-06-04,4,2,"north_east_3",2,"NE","NE3"
2021-06-04,4,2,"north_east_4",0,"NE","NE4"
2021-06-04,4,2,"north_east_5",5,"NE","NE5"
2021-06-04,4,2,"north_east_6",2,"NE","NE6"
2021-06-04,4,2,"north_east_7",24,"NE","NE7"
2021-06-04,4,2,"south_east_1",2,"SE","SE1"
2021-06-04,4,2,"south_east_2",3,"SE","SE2"
2021-06-04,4,2,"south_east_3",2,"SE","SE3"
2021-06-04,4,2,"south_east_4",4,"SE","SE4"
2021-06-04,4,2,"south_east_5",3,"SE","SE5"
2021-06-04,4,2,"south_east_6",4,"SE","SE6"
2021-06-04,4,2,"south_east_7",1,"SE","SE7"
2021-06-04,4,2,"south_west_1",0,"SW","SW1"
2021-06-04,4,2,"south_west_2",13,"SW","SW2"
2021-06-04,4,2,"south_west_3",4,"SW","SW3"
2021-06-04,4,2,"south_west_4",2,"SW","SW4"
2021-06-04,4,2,"south_west_5",0,"SW","SW5"
2021-06-04,4,2,"south_west_6",4,"SW","SW6"
2021-06-04,4,2,"south_west_7",2,"SW","SW7"
2021-06-16,10,2,"north_west_1",14,"NW","NW1"
2021-06-16,10,2,"north_west_2",3,"NW","NW2"
2021-06-16,10,2,"north_west_3",5,"NW","NW3"
2021-06-16,10,2,"north_west_4",13,"NW","NW4"
2021-06-16,10,2,"north_west_5",2,"NW","NW5"
2021-06-16,10,2,"north_west_6",2,"NW","NW6"
2021-06-16,10,2,"north_west_7",50,"NW","NW7"
2021-06-16,10,2,"north_east_1",32,"NE","NE1"
2021-06-16,10,2,"north_east_2",22,"NE","NE2"
2021-06-16,10,2,"north_east_3",9,"NE","NE3"
2021-06-16,10,2,"north_east_4",6,"NE","NE4"
2021-06-16,10,2,"north_east_5",8,"NE","NE5"
2021-06-16,10,2,"north_east_6",6,"NE","NE6"
2021-06-16,10,2,"north_east_7",12,"NE","NE7"
2021-06-16,10,2,"south_east_1",4,"SE","SE1"
2021-06-16,10,2,"south_east_2",12,"SE","SE2"
2021-06-16,10,2,"south_east_3",9,"SE","SE3"
2021-06-16,10,2,"south_east_4",9,"SE","SE4"
2021-06-16,10,2,"south_east_5",10,"SE","SE5"
2021-06-16,10,2,"south_east_6",6,"SE","SE6"
2021-06-16,10,2,"south_east_7",2,"SE","SE7"
2021-06-16,10,2,"south_west_1",5,"SW","SW1"
2021-06-16,10,2,"south_west_2",11,"SW","SW2"
2021-06-16,10,2,"south_west_3",8,"SW","SW3"
2021-06-16,10,2,"south_west_4",2,"SW","SW4"
2021-06-16,10,2,"south_west_5",1,"SW","SW5"
2021-06-16,10,2,"south_west_6",6,"SW","SW6"
2021-06-16,10,2,"south_west_7",4,"SW","SW7"
2021-07-02,42,2,"north_west_1",62,"NW","NW1"
2021-07-02,42,2,"north_west_2",17,"NW","NW2"
2021-07-02,42,2,"north_west_3",25,"NW","NW3"
2021-07-02,42,2,"north_west_4",65,"NW","NW4"
2021-07-02,42,2,"north_west_5",15,"NW","NW5"
2021-07-02,42,2,"north_west_6",10,"NW","NW6"
2021-07-02,42,2,"north_west_7",114,"NW","NW7"
2021-07-02,42,2,"north_east_1",110,"NE","NE1"
2021-07-02,42,2,"north_east_2",130,"NE","NE2"
2021-07-02,42,2,"north_east_3",35,"NE","NE3"
2021-07-02,42,2,"north_east_4",6,"NE","NE4"
2021-07-02,42,2,"north_east_5",25,"NE","NE5"
2021-07-02,42,2,"north_east_6",9,"NE","NE6"
2021-07-02,42,2,"north_east_7",31,"NE","NE7"
2021-07-02,42,2,"south_east_1",28,"SE","SE1"
2021-07-02,42,2,"south_east_2",35,"SE","SE2"
2021-07-02,42,2,"south_east_3",29,"SE","SE3"
2021-07-02,42,2,"south_east_4",152,"SE","SE4"
2021-07-02,42,2,"south_east_5",59,"SE","SE5"
2021-07-02,42,2,"south_east_6",9,"SE","SE6"
2021-07-02,42,2,"south_east_7",17,"SE","SE7"
2021-07-02,42,2,"south_west_1",3,"SW","SW1"
2021-07-02,42,2,"south_west_2",60,"SW","SW2"
2021-07-02,42,2,"south_west_3",36,"SW","SW3"
2021-07-02,42,2,"south_west_4",9,"SW","SW4"
2021-07-02,42,2,"south_west_5",3,"SW","SW5"
2021-07-02,42,2,"south_west_6",70,"SW","SW6"
2021-07-02,42,2,"south_west_7",3,"SW","SW7"
2021-09-03,2,2,"north_west_1",2,"NW","NW1"
2021-09-03,2,2,"north_west_2",1,"NW","NW2"
2021-09-03,2,2,"north_west_3",1,"NW","NW3"
2021-09-03,2,2,"north_west_4",3,"NW","NW4"
2021-09-03,2,2,"north_west_5",1,"NW","NW5"
2021-09-03,2,2,"north_west_6",0,"NW","NW6"
2021-09-03,2,2,"north_west_7",1,"NW","NW7"
2021-09-03,2,2,"north_east_1",3,"NE","NE1"
2021-09-03,2,2,"north_east_2",3,"NE","NE2"
2021-09-03,2,2,"north_east_3",2,"NE","NE3"
2021-09-03,2,2,"north_east_4",2,"NE","NE4"
2021-09-03,2,2,"north_east_5",3,"NE","NE5"
2021-09-03,2,2,"north_east_6",2,"NE","NE6"
2021-09-03,2,2,"north_east_7",6,"NE","NE7"
2021-09-03,2,2,"south_east_1",NA,"SE","SE1"
2021-09-03,2,2,"south_east_2",5,"SE","SE2"
2021-09-03,2,2,"south_east_3",1,"SE","SE3"
2021-09-03,2,2,"south_east_4",2,"SE","SE4"
2021-09-03,2,2,"south_east_5",3,"SE","SE5"
2021-09-03,2,2,"south_east_6",1,"SE","SE6"
2021-09-03,2,2,"south_east_7",0,"SE","SE7"
2021-09-03,2,2,"south_west_1",0,"SW","SW1"
2021-09-03,2,2,"south_west_2",3,"SW","SW2"
2021-09-03,2,2,"south_west_3",1,"SW","SW3"
2021-09-03,2,2,"south_west_4",1,"SW","SW4"
2021-09-03,2,2,"south_west_5",0,"SW","SW5"
2021-09-03,2,2,"south_west_6",1,"SW","SW6"
2021-09-03,2,2,"south_west_7",1,"SW","SW7"
2021-09-29,5,2,"north_west_1",4,"NW","NW1"
2021-09-29,5,2,"north_west_2",5,"NW","NW2"
2021-09-29,5,2,"north_west_3",0,"NW","NW3"
2021-09-29,5,2,"north_west_4",6,"NW","NW4"
2021-09-29,5,2,"north_west_5",2,"NW","NW5"
2021-09-29,5,2,"north_west_6",0,"NW","NW6"
2021-09-29,5,2,"north_west_7",7,"NW","NW7"
2021-09-29,5,2,"north_east_1",10,"NE","NE1"
2021-09-29,5,2,"north_east_2",14,"NE","NE2"
2021-09-29,5,2,"north_east_3",3,"NE","NE3"
2021-09-29,5,2,"north_east_4",2,"NE","NE4"
2021-09-29,5,2,"north_east_5",3,"NE","NE5"
2021-09-29,5,2,"north_east_6",2,"NE","NE6"
2021-09-29,5,2,"north_east_7",10,"NE","NE7"
2021-09-29,5,2,"south_east_1",NA,"SE","SE1"
2021-09-29,5,2,"south_east_2",2,"SE","SE2"
2021-09-29,5,2,"south_east_3",4,"SE","SE3"
2021-09-29,5,2,"south_east_4",17,"SE","SE4"
2021-09-29,5,2,"south_east_5",7,"SE","SE5"
2021-09-29,5,2,"south_east_6",0,"SE","SE6"
2021-09-29,5,2,"south_east_7",3,"SE","SE7"
2021-09-29,5,2,"south_west_1",1,"SW","SW1"
2021-09-29,5,2,"south_west_2",23,"SW","SW2"
2021-09-29,5,2,"south_west_3",12,"SW","SW3"
2021-09-29,5,2,"south_west_4",1,"SW","SW4"
2021-09-29,5,2,"south_west_5",0,"SW","SW5"
2021-09-29,5,2,"south_west_6",3,"SW","SW6"
2021-09-29,5,2,"south_west_7",0,"SW","SW7"
2022-06-12,14,1,"north_west_1",7,"NW","NW1"
2022-06-12,14,1,"north_west_2",10,"NW","NW2"
2022-06-12,14,1,"north_west_3",17,"NW","NW3"
2022-06-12,14,1,"north_west_4",22,"NW","NW4"
2022-06-12,14,1,"north_west_5",0,"NW","NW5"
2022-06-12,14,1,"north_west_6",0,"NW","NW6"
2022-06-12,14,1,"north_west_7",95,"NW","NW7"
2022-06-12,14,1,"north_east_1",35,"NE","NE1"
2022-06-12,14,1,"north_east_2",43,"NE","NE2"
2022-06-12,14,1,"north_east_3",7,"NE","NE3"
2022-06-12,14,1,"north_east_4",0,"NE","NE4"
2022-06-12,14,1,"north_east_5",6,"NE","NE5"
2022-06-12,14,1,"north_east_6",11,"NE","NE6"
2022-06-12,14,1,"north_east_7",10,"NE","NE7"
2022-06-12,14,1,"south_east_1",15,"SE","SE1"
2022-06-12,14,1,"south_east_2",32,"SE","SE2"
2022-06-12,14,1,"south_east_3",1,"SE","SE3"
2022-06-12,14,1,"south_east_4",6,"SE","SE4"
2022-06-12,14,1,"south_east_5",12,"SE","SE5"
2022-06-12,14,1,"south_east_6",6,"SE","SE6"
2022-06-12,14,1,"south_east_7",15,"SE","SE7"
2022-06-12,14,1,"south_west_1",0,"SW","SW1"
2022-06-12,14,1,"south_west_2",16,"SW","SW2"
2022-06-12,14,1,"south_west_3",18,"SW","SW3"
2022-06-12,14,1,"south_west_4",1,"SW","SW4"
2022-06-12,14,1,"south_west_5",0,"SW","SW5"
2022-06-12,14,1,"south_west_6",7,"SW","SW6"
2022-06-12,14,1,"south_west_7",3,"SW","SW7"
2022-06-15,7,1,"north_west_1",9,"NW","NW1"
2022-06-15,7,1,"north_west_2",3,"NW","NW2"
2022-06-15,7,1,"north_west_3",1,"NW","NW3"
2022-06-15,7,1,"north_west_4",16,"NW","NW4"
2022-06-15,7,1,"north_west_5",1,"NW","NW5"
2022-06-15,7,1,"north_west_6",0,"NW","NW6"
2022-06-15,7,1,"north_west_7",23,"NW","NW7"
